Zone,Quest,AP,Sample,Bronze Material,,,,,,,,,,,,,Silver Material,,,,,,,,,,,,,,,,,,,,,,Gold Material,,,,,,,,,,,,,,,,,,Quest,Gem,,,,,,,,Magic Gem,,,,,,,,Secret Gem,,,,,,,Quest,Piece,,,,,,,,Monument,,,,,,,,Blaze,,,,,,,,Hellfire,,,,,,,Quest,Bond/ AP,EXP/AP,QP/AP,Portrait,,Lunchtime,,,Portrait + Lunchtime,,,Teatime,,,Portrait + Teatime,,,Lunch + Teatime,,,3 Different CEs,,,,Highest Bond/AP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,non-MLB,1,2,1 Portrait                1 Lunch,2 Portrait                 1 Lunch,1 Portrait                 2 Lunch,Support,Self,2 Tea,1 Portrait                1 Tea,2 Portrait                1 Tea,1 Portrait                2 Tea,1 Lunch                Supp-Tea,2 Lunch                Self-Tea,1 Lunch                2 Tea,1 Portrait                Lunch-Tea,2 Portrait                Lunch-Tea,1 Portrait                2 Lun-Tea,1 Portrait                Lun-2 Tea,Max,Pattern
Traum,Vengeance Dom Base,22,2002,,,,52.7,,,,,,,,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vengeance Dom Base,,,,,,,,,124.1,,,,180.5,,198.4,,,,,,,,,Vengeance Dom Base,,,,,,,,,,,,,,,,,139.1,,,,204.1,,71.0,,,,,,,,,Vengeance Dom Base,37.95,"1,138.5",508.2,40.23,42.50,38.68,41.73,45.55,44.00,46.27,47.82,43.64,39.82,45.55,45.91,44.36,47.82,47.41,47.41,49.32,49.68,48.17,49.68,51.59,51.59,
Traum,Reichenbach,22,38791,,,,,,,,,,,36.0,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reichenbach,,,,,,,,,,,77.8,96.2,,,,,,,,,,,,Reichenbach,,,,,,,,,,,,,,,,,,,89.5,113.3,,,,,,,,,,,,Reichenbach,37.95,"1,138.5",508.2,40.23,42.50,38.68,41.73,45.55,44.00,46.27,47.82,43.64,39.82,45.55,45.91,44.36,47.82,47.41,47.41,49.32,49.68,48.17,49.68,51.59,51.59,
Traum,Wastelands ot End,22,1385,,,,,,,,,,,,,,,,,,,,,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,175.1,,,,,,,Wastelands ot End,,,50.2,,,,,,,,131.3,,,,,,,491.5,,,,,,Wastelands ot End,,,,,,,,,,,,,,,,,,,166.3,,,,,,,390.1,,,,,,Wastelands ot End,38.86,"1,198.9",520.0,41.14,43.41,39.64,42.73,46.64,45.00,47.27,48.91,44.68,40.77,46.64,46.95,45.32,48.91,48.55,48.55,50.50,50.82,49.22,50.82,52.77,52.77,
Traum,Fort Jovinus,22,3856,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fort Jovinus,,,,,,,,,,,389.1,96.0,,,97.4,,,,,,,,,Fort Jovinus,,,,,,,,,,,,,,,,,,,523.8,118.3,,,126.9,,,,,,,,,Fort Jovinus,38.86,"1,198.9",520.0,41.14,43.41,39.64,42.73,46.64,45.00,47.27,48.91,44.68,40.77,46.64,46.95,45.32,48.91,48.55,48.55,50.50,50.82,49.22,50.82,52.77,52.77,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zone,Quest,AP,Sample,Bronze Material,,,,,,,,,,,,,Silver Material,,,,,,,,,,,,,,,,,,,,,,Gold Material,,,,,,,,,,,,,,,,,,Quest,Gem,,,,,,,,Magic Gem,,,,,,,,Secret Gem,,,,,,,Quest,Piece,,,,,,,,Monument,,,,,,,,Blaze,,,,,,,,Hellfire,,,,,,,Quest,Bond/ AP,EXP/AP,QP/AP,Portrait,,Lunchtime,,,Portrait + Lunchtime,,,Teatime,,,Portrait + Teatime,,,Lunch + Teatime,,,3 Different CEs,,,,Highest Bond/AP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,non-MLB,1,2,1 Portrait                1 Lunch,2 Portrait                 1 Lunch,1 Portrait                 2 Lunch,Support,Self,2 Tea,1 Portrait                1 Tea,2 Portrait                1 Tea,1 Portrait                2 Tea,1 Lunch                Supp-Tea,2 Lunch                Self-Tea,1 Lunch                2 Tea,1 Portrait                Lunch-Tea,2 Portrait                Lunch-Tea,1 Portrait                2 Lun-Tea,1 Portrait                Lun-2 Tea,Max,Pattern
